ENSG00000156535,0.013,0.0065,0.0046,0.0099,0.0058,0.0041,0.0029,0.0056,0.0052,0.0004,0.0027,0.0045,0.0072,0.0061,0.0035,0.0081,0.0071,0.0056,0.0031,0.0049,0.0051,0.0035,0.0037,0.0041,0.004,0.0005,0.003,0.004,0.0047,0.0053,0.0028,0.006,0.0043,0.0044,0.0031,0.0054,0.0005,0.0005,0.0003,0.0006,0.0034,0.0004,0.0021,0.0035,0.003,0.0044,0.003,0.0055,0.0065,0.0039,0.003,0.0079,0.0053,0.0046,0.0033,0.0066,0.0039,0.0004,0.0027,0.005,0.0065,0.0051,0.0045,0.0131,0.007,0.0045,0.0026,0.0048,0.0055,0.0043,0.0027,0.004,0.0034,0.0005,0.0017,0.0029,0.0031,0.0037,0.0025,0.0049,0.0049,0.0046,0.0022,0.0035,0.0045,0.0027,0.0023,0.0029,0.0037,0.0008,0.0024,0.0039,0.0027,0.0039,0.0021,0.0038,0.003,0.0038,0.0022,0.0036,0.0004,0.0005,0.0005,0.0005,0.0032,0.0005,0.0019,0.0042,0.0027,0.0045,0.0026,0.0042,0.004,0.0034,0.002,0.0045,0.0044,0.0042,0.0028,0.0054,0.0029,0.0002,0.0018,0.0041,0.0038,0.0039,0.0031,0.0073,0.0056,0.0035,0.0023,0.0037,0.0045,0.0047,0.0034,0.0049,0.0043,0.0007,0.0029,0.004,0.0039,0.005,0.0032,0.0065,0.0005,0.0007,0.0002,0.0005,0.0003,0.0007,0.0005,0.0004,0.0004,0.0002,0.0007,0.0004,0.0005,0.0008,0.0003,0.0005,0.0033,0.0041,0.0031,0.0042,0.0005,0.0004,0.0005,0.0005,0.0038,0.0007,0.0019,0.0029,0.0024,0.0048,0.0041,0.0045,0.0036,0.0028,0.0022,0.0037,0.0046,0.0056,0.0038,0.0054,0.005,0.0006,0.0041,0.0053,0.0041,0.0047,0.0046,0.0088,0.0084,0.0039,0.0032,0.0066,0.0047,0.0033,0.0025,0.0043,0.0042,0.0003,0.002,0.0044,0.0072,0.0051,0.0029,0.0097,0.0065,0.0057,0.003,0.0053,0.0053,0.0056,0.0042,0.005,0.0045,0.0004,0.0037,0.0056,0.0061,0.0068,0.0038,0.0078,0.0045,0.0052,0.0035,0.0053,0.0004,0.0005,0.0004,0.0005,0.0044,0.0003,0.0034,0.0051,0.0042,0.0058,0.0053,0.0081,0.0079,0.0048,0.0039,0.0087,0.0062,0.0057,0.0043,0.0071,0.0068,0.0005,0.0047,0.009,0.0108,0.0096,0.0088,0.0223
ENSG00000114626,0.0009,0.0018,0.0014,0.0008,0.0014,0.0051,0.0025,0.0025,0.0014,0.0005,0.0016,0.0015,0.0005,0.0011,0.0013,0.0008,0.002,0.0066,0.0029,0.0019,0.0056,0.0086,0.0068,0.0051,0.0044,0.0028,0.0074,0.0059,0.0015,0.0069,0.0024,0.0016,0.0014,0.005,0.003,0.0025,0.0009,0.0011,0.001,0.0015,0.003,0.0003,0.0049,0.006,0.0016,0.0049,0.0024,0.0036,0.0008,0.0014,0.0009,0.0003,0.0018,0.0043,0.0028,0.002,0.001,0.0011,0.0035,0.0025,0.001,0.0018,0.0019,0.0011,0.0008,0.005,0.0015,0.0013,0.0056,0.0091,0.006,0.0043,0.004,0.0019,0.0046,0.003,0.0009,0.0025,0.0019,0.0015,0.0039,0.0091,0.0046,0.0023,0.0076,0.009,0.0109,0.0074,0.0061,0.0034,0.0106,0.0085,0.0019,0.0099,0.0038,0.0031,0.0021,0.0088,0.0048,0.004,0.0019,0.0041,0.0034,0.0021,0.007,0.0028,0.012,0.0099,0.0011,0.01,0.0073,0.005,0.0008,0.0029,0.002,0.0014,0.0051,0.0104,0.0084,0.0063,0.0024,0.0009,0.0044,0.0041,0.0009,0.0028,0.0034,0.0024,0.0021,0.0038,0.0014,0.0011,0.0043,0.0104,0.0094,0.004,0.0045,0.0019,0.006,0.0054,0.0011,0.0058,0.0039,0.003,0.0003,0.0028,0.0016,0.0005,0.0023,0.0043,0.0024,0.0013,0.002,0.0023,0.0035,0.0018,0.0006,0.0034,0.0016,0.0018,0.0033,0.0094,0.0065,0.0053,0.0018,0.0028,0.0034,0.0023,0.0098,0.0048,0.0146,0.012,0.0026,0.0155,0.01,0.0073,0.001,0.0029,0.0024,0.0016,0.0061,0.012,0.0124,0.008,0.0048,0.0024,0.0098,0.0081,0.0011,0.0061,0.0093,0.004,0.001,0.001,0.0008,0.0005,0.0021,0.0015,0.0025,0.0016,0.002,0.0003,0.0019,0.0026,0.0008,0.0014,0.0011,0.0005,0.0024,0.0065,0.0044,0.0021,0.0044,0.013,0.0086,0.0049,0.0071,0.0031,0.0101,0.0073,0.003,0.01,0.004,0.0029,0.0016,0.0049,0.0035,0.002,0.0006,0.002,0.0018,0.0015,0.0046,0.0024,0.0096,0.0075,0.0025,0.0081,0.0054,0.0046,0.0008,0.0006,0.0015,0.0005,0.0025,0.0043,0.0041,0.0036,0.0039,0.0015,0.0065,0.0059,0.0004,0.0039,0.0033,0.0066
ENSG00000086015,0.0134,0.0059,0.0043,0.0079,0.0054,0.0038,0.0032,0.0049,0.0046,0.0004,0.003,0.0041,0.006,0.0048,0.0035,0.007,0.0066,0.0053,0.0036,0.0047,0.0053,0.0033,0.0048,0.0044,0.0041,0.0005,0.0044,0.0048,0.0043,0.0054,0.0033,0.0055,0.0042,0.0052,0.0026,0.0045,0.0004,0.0006,0.0005,0.0007,0.0042,0.0005,0.0027,0.0041,0.003,0.0045,0.0031,0.005,0.0053,0.0037,0.0031,0.0061,0.0044,0.0043,0.0028,0.0056,0.0042,0.0005,0.0032,0.0046,0.0057,0.0045,0.0042,0.0108,0.0057,0.0041,0.0027,0.0044,0.0055,0.0046,0.0031,0.0043,0.0032,0.0005,0.0022,0.0029,0.0029,0.0034,0.003,0.0047,0.0042,0.0052,0.002,0.0037,0.0044,0.0026,0.0025,0.0031,0.0039,0.0011,0.003,0.0048,0.0028,0.0041,0.0023,0.0038,0.0032,0.0042,0.0024,0.0032,0.0005,0.0007,0.0006,0.0006,0.0043,0.0007,0.0025,0.0055,0.0028,0.0053,0.0032,0.004,0.0036,0.0036,0.0021,0.0041,0.0046,0.0043,0.0032,0.0044,0.0032,0.0003,0.0022,0.0046,0.0031,0.0039,0.0035,0.007,0.0059,0.0039,0.0025,0.0031,0.0048,0.006,0.0046,0.0051,0.0041,0.0009,0.0038,0.0045,0.0036,0.005,0.003,0.0057,0.0004,0.0008,0.0003,0.0005,0.0006,0.001,0.0008,0.0004,0.0005,0.0003,0.0012,0.0006,0.0005,0.0009,0.0004,0.0006,0.0038,0.0059,0.0041,0.0046,0.0006,0.0008,0.0007,0.0006,0.0054,0.001,0.0025,0.0033,0.0027,0.0063,0.0053,0.0046,0.0036,0.0029,0.0027,0.0033,0.0051,0.0065,0.0043,0.006,0.0056,0.0009,0.0052,0.0054,0.0036,0.005,0.0044,0.0081,0.0065,0.0034,0.0026,0.0059,0.0044,0.0034,0.003,0.0042,0.0046,0.0004,0.0024,0.0041,0.0058,0.0039,0.003,0.0078,0.0058,0.0062,0.003,0.0049,0.0048,0.0058,0.0046,0.005,0.0045,0.0006,0.0044,0.0051,0.0057,0.0059,0.0043,0.0077,0.0042,0.0053,0.0042,0.0051,0.0005,0.0007,0.0006,0.0006,0.0045,0.0006,0.0045,0.0059,0.0039,0.0058,0.0056,0.0076,0.0058,0.0047,0.0037,0.007,0.0059,0.0052,0.0043,0.0076,0.0059,0.0006,0.0049,0.0083,0.0089,0.0095,0.0076,0.0228
ENSG00000172977,0.0068,0.0039,0.0022,0.0037,0.0041,0.0074,0.0034,0.0035,0.0026,0.0009,0.0037,0.0022,0.0013,0.0029,0.0022,0.0028,0.0057,0.0055,0.0049,0.0037,0.007,0.0093,0.0083,0.0059,0.0053,0.0017,0.0076,0.0054,0.0022,0.0074,0.0037,0.003,0.0024,0.0059,0.0029,0.0033,0.0011,0.0018,0.0003,0.0016,0.0051,0.0007,0.005,0.0055,0.0014,0.0055,0.0045,0.003,0.0018,0.0012,0.0012,0.0001,0.0039,0.0049,0.0016,0.002,0.0034,0.0018,0.0039,0.0024,0.0018,0.0029,0.0021,0.0024,0.0037,0.0064,0.0033,0.0026,0.0066,0.0097,0.0051,0.005,0.005,0.0013,0.0054,0.0035,0.0013,0.0043,0.0033,0.0017,0.0057,0.0096,0.0043,0.0038,0.0083,0.0087,0.0087,0.0054,0.0075,0.0046,0.0064,0.0079,0.0026,0.0084,0.0045,0.0032,0.0025,0.0092,0.0042,0.0025,0.0012,0.0038,0.0012,0.0013,0.006,0.0021,0.0058,0.0063,0.0024,0.0075,0.0053,0.0038,0.0022,0.0026,0.0022,0.0008,0.0064,0.0089,0.0042,0.0034,0.0045,0.0005,0.0045,0.0049,0.0024,0.0025,0.0029,0.0025,0.003,0.006,0.0025,0.0016,0.0071,0.0103,0.0091,0.0063,0.0046,0.0016,0.0047,0.0063,0.0016,0.0035,0.0047,0.0034,0.0008,0.0025,0.0009,0.0003,0.0026,0.0034,0.0024,0.0016,0.0011,0.0004,0.0009,0.0013,0.0007,0.0025,0.0014,0.0008,0.0047,0.011,0.0055,0.0043,0.0009,0.003,0.0014,0.0013,0.0096,0.0029,0.0075,0.0062,0.0022,0.0122,0.006,0.0046,0.0021,0.0017,0.0032,0.0017,0.0076,0.0101,0.006,0.0071,0.007,0.0014,0.0082,0.0075,0.0025,0.0041,0.0055,0.0038,0.0032,0.002,0.0014,0.0013,0.002,0.0032,0.0022,0.0014,0.0022,0.0009,0.0025,0.0024,0.0001,0.0016,0.0013,0.0013,0.0039,0.0088,0.0051,0.0029,0.0055,0.0096,0.0071,0.0058,0.0046,0.0008,0.0053,0.0043,0.0024,0.0047,0.0047,0.0033,0.0035,0.0066,0.0046,0.0032,0.0013,0.0013,0.0008,0.0012,0.005,0.0011,0.0079,0.0071,0.0026,0.0057,0.0083,0.0045,0.0017,0.0033,0.0014,0.0017,0.0028,0.0041,0.0032,0.0026,0.003,0.0008,0.0045,0.0063,0.0014,0.0032,0.0041,0.0042
ENSG00000151718,0.0138,0.0068,0.0052,0.0099,0.0061,0.004,0.0034,0.0054,0.0054,0.0007,0.0025,0.0048,0.007,0.0057,0.0035,0.0074,0.0076,0.0054,0.0034,0.0052,0.0049,0.0033,0.0039,0.0041,0.0043,0.0007,0.0035,0.0044,0.0048,0.0054,0.003,0.0056,0.0047,0.0053,0.0033,0.0053,0.0004,0.0006,0.0005,0.0009,0.0038,0.0005,0.0022,0.0037,0.0033,0.0046,0.003,0.0054,0.0064,0.0039,0.0036,0.0072,0.0051,0.0038,0.0033,0.0058,0.0042,0.0005,0.0026,0.0047,0.0062,0.0047,0.0046,0.0118,0.007,0.0046,0.0029,0.0047,0.0055,0.0039,0.0027,0.0039,0.0035,0.0005,0.0018,0.0029,0.0034,0.0037,0.0024,0.0047,0.0045,0.0043,0.0019,0.0033,0.0038,0.0024,0.0022,0.0029,0.0035,0.0009,0.0025,0.0037,0.0027,0.0035,0.002,0.0037,0.003,0.0042,0.0025,0.0033,0.0005,0.0006,0.0006,0.0007,0.0038,0.0007,0.0023,0.0043,0.0025,0.0046,0.0028,0.004,0.0038,0.0034,0.0021,0.0043,0.0048,0.0041,0.0031,0.0048,0.0032,0.0004,0.002,0.0039,0.0037,0.0038,0.0032,0.0072,0.0062,0.0036,0.0024,0.0029,0.0054,0.005,0.004,0.0054,0.0048,0.0008,0.0034,0.0041,0.0041,0.0044,0.003,0.0064,0.0005,0.0007,0.0003,0.0005,0.0005,0.0008,0.0006,0.0004,0.0005,0.0002,0.0008,0.0007,0.0006,0.0012,0.0005,0.0008,0.0033,0.0051,0.0034,0.004,0.0006,0.0006,0.0006,0.0007,0.004,0.0009,0.0021,0.0031,0.0025,0.005,0.0041,0.0049,0.0037,0.0029,0.0023,0.0033,0.0046,0.005,0.004,0.0062,0.005,0.0007,0.0041,0.005,0.0041,0.0046,0.0046,0.0085,0.0087,0.0039,0.0029,0.0061,0.0047,0.0033,0.0028,0.0042,0.0047,0.0004,0.0024,0.0043,0.0066,0.0043,0.003,0.0088,0.0065,0.0054,0.0032,0.0052,0.0048,0.0047,0.0038,0.0045,0.0048,0.0006,0.0042,0.0051,0.0056,0.0068,0.004,0.0078,0.0042,0.0053,0.004,0.0054,0.0005,0.0005,0.0005,0.0007,0.004,0.0005,0.0035,0.0054,0.0038,0.0056,0.0051,0.0076,0.0077,0.0048,0.0038,0.0078,0.0059,0.0049,0.0042,0.0074,0.0066,0.0007,0.0048,0.0085,0.0101,0.0092,0.0082,0.0206
ENSG00000177575,0.0131,0.0077,0.0046,0.0099,0.0076,0.0046,0.003,0.005,0.005,0.0007,0.0023,0.0048,0.0071,0.0064,0.0037,0.0094,0.0089,0.0052,0.0035,0.0054,0.0059,0.0032,0.0028,0.0043,0.0034,0.0005,0.0024,0.0036,0.004,0.0045,0.0029,0.0057,0.0049,0.0041,0.0023,0.0057,0.0006,0.0006,0.0004,0.0009,0.0029,0.0003,0.0016,0.0034,0.0028,0.0049,0.0024,0.0056,0.0065,0.0038,0.0033,0.0082,0.0063,0.0052,0.0031,0.0061,0.0047,0.0005,0.003,0.0059,0.0065,0.0054,0.0057,0.0132,0.0086,0.0051,0.0025,0.0063,0.0054,0.0044,0.0022,0.004,0.0036,0.0007,0.002,0.0031,0.0038,0.0044,0.0025,0.0046,0.0055,0.0048,0.0024,0.0035,0.0046,0.0026,0.0015,0.0024,0.0028,0.0004,0.0017,0.0029,0.0024,0.0033,0.0022,0.0046,0.0027,0.0032,0.0017,0.0035,0.0002,0.0004,0.0003,0.0003,0.0028,0.0002,0.0015,0.0031,0.0024,0.0042,0.0026,0.0034,0.0042,0.0028,0.0017,0.0042,0.0044,0.0034,0.0024,0.0051,0.003,0.0003,0.002,0.0044,0.0036,0.0039,0.0035,0.0079,0.0057,0.0031,0.0024,0.0037,0.0054,0.0039,0.0023,0.0041,0.0038,0.0006,0.002,0.0036,0.004,0.0048,0.0037,0.0073,0.0007,0.0005,0.0002,0.0005,0.0004,0.0004,0.0004,0.0003,0.0004,0,0.0004,0.0007,0.0004,0.0007,0.0004,0.0007,0.0029,0.0037,0.0025,0.0046,0.0003,0.0002,0.0005,0.0005,0.0034,0.0004,0.002,0.0022,0.0021,0.0039,0.003,0.0046,0.0038,0.0028,0.0021,0.0047,0.005,0.005,0.0039,0.0062,0.0039,0.0003,0.0032,0.0059,0.0045,0.005,0.0047,0.0085,0.008,0.0043,0.0033,0.0066,0.0045,0.0032,0.0024,0.0039,0.0047,0.0005,0.0019,0.0042,0.0068,0.0051,0.0041,0.0095,0.0075,0.0055,0.0034,0.0059,0.0052,0.005,0.0031,0.0056,0.0046,0.0003,0.0031,0.0054,0.0062,0.0069,0.0043,0.008,0.0045,0.0048,0.0035,0.0059,0.0007,0.0003,0.0003,0.0004,0.0046,0.0004,0.0029,0.0051,0.0058,0.007,0.0054,0.0091,0.0078,0.0047,0.0042,0.0084,0.0066,0.0054,0.0041,0.0079,0.007,0.0006,0.0047,0.0112,0.0105,0.0097,0.0095,0.0181
ENSG00000111245,0.0105,0.0061,0.0044,0.0077,0.0049,0.0043,0.0028,0.0044,0.0056,0.0011,0.004,0.0048,0.0051,0.0045,0.004,0.005,0.0065,0.005,0.0033,0.004,0.0061,0.005,0.0064,0.0043,0.0046,0.0006,0.005,0.004,0.0024,0.0056,0.0027,0.003,0.0045,0.0058,0.0038,0.0044,0.0009,0.001,0.0009,0.0008,0.0047,0.0005,0.0051,0.0057,0.003,0.005,0.0036,0.0039,0.005,0.002,0.0015,0.0023,0.0042,0.0044,0.0036,0.0043,0.0043,0.0008,0.0038,0.004,0.0031,0.0026,0.0039,0.0078,0.0058,0.0044,0.0044,0.0034,0.0055,0.0072,0.0033,0.0036,0.0034,0.0007,0.0039,0.0027,0.0008,0.004,0.0024,0.003,0.0051,0.0066,0.0028,0.0021,0.0059,0.0053,0.0049,0.0039,0.0055,0.0021,0.0045,0.0064,0.0021,0.0042,0.003,0.0037,0.0043,0.0055,0.0038,0.0036,0.0009,0.0013,0.001,0.0009,0.005,0.0014,0.0041,0.0062,0.0029,0.006,0.0038,0.0033,0.0024,0.0016,0.0017,0.0024,0.0046,0.0056,0.0037,0.0056,0.0037,0.0008,0.0024,0.004,0.0022,0.0026,0.0028,0.0052,0.0064,0.0043,0.004,0.0035,0.0062,0.0079,0.0056,0.0042,0.0058,0.0019,0.0061,0.0056,0.0024,0.0053,0.004,0.0056,0.0008,0.0019,0.0002,0.0008,0.0013,0.0019,0.0016,0.0003,0.0012,0.0003,0.0018,0.001,0.0003,0.0022,0.0008,0.0006,0.0048,0.0079,0.0065,0.0049,0.0008,0.0013,0.0014,0.0011,0.0087,0.0016,0.0063,0.0064,0.0028,0.0079,0.0071,0.0055,0.0031,0.0025,0.0025,0.003,0.0058,0.0067,0.0065,0.0056,0.006,0.0016,0.0073,0.0056,0.002,0.005,0.0041,0.0064,0.0061,0.0016,0.0026,0.004,0.0023,0.0024,0.0024,0.0015,0.0038,0,0.0021,0.0023,0.0024,0.0028,0.0024,0.0039,0.0057,0.0061,0.0043,0.0033,0.0032,0.0078,0.0056,0.0045,0.0058,0.0013,0.0055,0.0045,0.0034,0.0074,0.0042,0.0056,0.0045,0.0048,0.0055,0.0043,0.0009,0.0013,0.0009,0.001,0.0057,0.0011,0.0074,0.0049,0.0024,0.0057,0.0062,0.0049,0.004,0.0024,0.0024,0.0039,0.0048,0.0044,0.0034,0.005,0.0051,0.001,0.0057,0.0056,0.0054,0.0073,0.0067,0.0144
ENSG00000159202,0.0132,0.0051,0.0035,0.0058,0.0048,0.0036,0.0032,0.0046,0.0035,0.0005,0.0031,0.0037,0.0037,0.0038,0.0028,0.0053,0.006,0.0059,0.0042,0.0041,0.0055,0.0039,0.0064,0.0051,0.0046,0.0014,0.0058,0.0049,0.0039,0.0055,0.0041,0.0041,0.0033,0.0057,0.0028,0.0026,0.0006,0.0009,0.0008,0.0008,0.0039,0.0005,0.0044,0.0053,0.0027,0.004,0.0047,0.0046,0.0036,0.0029,0.0021,0.0026,0.0037,0.0037,0.0027,0.0034,0.0032,0.0007,0.0039,0.0037,0.0039,0.0031,0.0032,0.0071,0.0055,0.0045,0.0023,0.003,0.0064,0.007,0.0045,0.0044,0.0032,0.0009,0.0029,0.0037,0.002,0.0034,0.0036,0.004,0.0035,0.0077,0.0023,0.0037,0.0064,0.0044,0.0041,0.004,0.0048,0.0024,0.0042,0.0061,0.0024,0.0062,0.0025,0.0045,0.0031,0.0049,0.0031,0.0029,0.0009,0.002,0.0011,0.001,0.0051,0.0012,0.0038,0.0072,0.0024,0.0061,0.0035,0.0044,0.003,0.0033,0.0022,0.0023,0.0048,0.0052,0.0031,0.0044,0.003,0.0008,0.0031,0.0044,0.0021,0.0048,0.0027,0.0065,0.0048,0.0042,0.0031,0.0023,0.0054,0.0073,0.006,0.0051,0.0043,0.0013,0.0054,0.0047,0.0028,0.0038,0.0034,0.0035,0.0007,0.0015,0.0007,0.0007,0.0009,0.0025,0.0016,0.001,0.0007,0.0004,0.0023,0.0008,0.0005,0.0012,0.0007,0.0009,0.0046,0.0079,0.0053,0.0045,0.0012,0.0016,0.0015,0.0007,0.0083,0.002,0.0067,0.0056,0.003,0.0084,0.0074,0.0054,0.003,0.0027,0.0028,0.0026,0.0061,0.0078,0.0043,0.0056,0.0062,0.0015,0.0071,0.0064,0.0033,0.0056,0.0049,0.0069,0.0042,0.0025,0.0018,0.0046,0.0035,0.003,0.003,0.0035,0.0033,0.0004,0.0027,0.0039,0.0027,0.0026,0.0018,0.0046,0.0051,0.0073,0.0036,0.0045,0.0045,0.0081,0.0052,0.0054,0.0039,0.0007,0.0051,0.0046,0.0039,0.0046,0.0039,0.0067,0.0034,0.0053,0.0046,0.0035,0.0008,0.0014,0.0009,0.0009,0.0049,0.0013,0.0078,0.0061,0.003,0.0053,0.0056,0.0064,0.0035,0.0041,0.0032,0.0042,0.0058,0.0065,0.0041,0.0057,0.0043,0.001,0.006,0.0058,0.0057,0.0086,0.0062,0.018
ENSG00000196862,0.015,0.0063,0.0048,0.0096,0.0061,0.0035,0.0028,0.0056,0.0052,0.0007,0.0024,0.0046,0.0062,0.0054,0.0038,0.0081,0.0069,0.0045,0.0029,0.0055,0.0042,0.0025,0.0049,0.0042,0.0042,0.0006,0.0037,0.0042,0.0048,0.0054,0.0027,0.0058,0.0038,0.0052,0.0025,0.0046,0.0005,0.0009,0.0007,0.0008,0.0033,0.0006,0.0021,0.0042,0.0031,0.0045,0.0026,0.0052,0.0059,0.0038,0.0031,0.0056,0.0049,0.0047,0.0032,0.0057,0.0038,0.0006,0.0021,0.005,0.0061,0.0043,0.0038,0.012,0.0066,0.0041,0.0028,0.0045,0.0048,0.004,0.0028,0.0036,0.0028,0.0009,0.0023,0.0025,0.0031,0.0045,0.0024,0.005,0.0041,0.0041,0.0016,0.0033,0.0034,0.0017,0.0021,0.0023,0.0037,0.0038,0.0036,0.0046,0.0026,0.0037,0.0022,0.004,0.0033,0.004,0.0022,0.0034,0.0007,0.0024,0.0018,0.001,0.0036,0.0008,0.0026,0.0055,0.0027,0.0048,0.0042,0.004,0.0041,0.0034,0.0018,0.0043,0.0043,0.0039,0.0031,0.0043,0.0035,0.0004,0.0012,0.0039,0.0038,0.0042,0.0034,0.0071,0.0057,0.0033,0.0022,0.003,0.0046,0.0056,0.0043,0.005,0.0034,0.0009,0.0035,0.004,0.0034,0.0048,0.0029,0.0054,0.0006,0.0009,0.0011,0.001,0.0006,0.0013,0.0032,0.0005,0.0006,0.0007,0.0013,0.0013,0.0005,0.0012,0.0009,0.0006,0.0032,0.0046,0.0031,0.0035,0.0009,0.0016,0.0008,0.0007,0.0041,0.0021,0.0017,0.0025,0.002,0.0056,0.005,0.0041,0.0038,0.0024,0.0024,0.0029,0.0044,0.0061,0.0042,0.0058,0.0051,0.002,0.005,0.0048,0.004,0.0049,0.0038,0.0083,0.0084,0.0043,0.003,0.0064,0.0044,0.0028,0.0029,0.0044,0.0046,0.0005,0.0019,0.0044,0.0056,0.0039,0.0024,0.0078,0.0063,0.0058,0.003,0.0051,0.0048,0.0039,0.0057,0.0055,0.0044,0.0007,0.0039,0.0056,0.0058,0.0051,0.0033,0.0081,0.004,0.0057,0.004,0.005,0.0014,0.0007,0.0007,0.0007,0.0034,0.0005,0.0038,0.0045,0.0035,0.0057,0.005,0.0078,0.0083,0.0049,0.0042,0.007,0.0065,0.0052,0.0041,0.0066,0.0062,0.0005,0.0039,0.0083,0.0105,0.009,0.0079,0.0244
ENSG00000165443,0.0179,0.008,0.0065,0.0127,0.007,0.0043,0.0033,0.0062,0.0069,0.0005,0.0028,0.0053,0.0097,0.0068,0.0038,0.0102,0.009,0.005,0.0033,0.0057,0.0051,0.0028,0.0026,0.0034,0.0043,0.0004,0.0026,0.0036,0.0049,0.0044,0.0027,0.0062,0.0056,0.0045,0.0033,0.0057,0.0003,0.0003,0.0003,0.0007,0.0035,0.0004,0.0019,0.0032,0.0039,0.0037,0.0027,0.0059,0.0091,0.0046,0.004,0.0093,0.0055,0.0045,0.0031,0.0068,0.0045,0.0004,0.0029,0.0049,0.0075,0.0059,0.0051,0.0145,0.0089,0.0044,0.0028,0.0059,0.0052,0.003,0.0017,0.0033,0.003,0.0003,0.0015,0.0028,0.0044,0.0036,0.0022,0.0051,0.0052,0.003,0.0016,0.0036,0.0034,0.0017,0.0014,0.0022,0.0025,0.0004,0.0016,0.0026,0.0031,0.003,0.0016,0.0031,0.003,0.003,0.0018,0.0032,0.0003,0.0004,0.0004,0.0003,0.0031,0.0004,0.0014,0.0029,0.0025,0.003,0.0017,0.0038,0.0047,0.0033,0.0021,0.0046,0.0039,0.0033,0.0022,0.0038,0.0031,0.0002,0.0016,0.0033,0.0041,0.0034,0.0028,0.0075,0.0075,0.0035,0.0024,0.0039,0.0049,0.0035,0.0032,0.0042,0.0042,0.0003,0.0022,0.0037,0.0049,0.0044,0.003,0.0069,0.0004,0.0004,0.0002,0.0004,0.0004,0.0003,0.0004,0.0003,0.0004,0.0002,0.0006,0.0003,0.0004,0.0005,0.0003,0.0006,0.0036,0.0036,0.0023,0.0042,0.0003,0.0004,0.0005,0.0004,0.0032,0.0004,0.0016,0.0027,0.0029,0.0031,0.0034,0.0043,0.0045,0.0033,0.002,0.0041,0.0041,0.0035,0.0025,0.0051,0.004,0.0005,0.003,0.0044,0.0043,0.004,0.0045,0.0085,0.0108,0.0048,0.0039,0.008,0.0059,0.0031,0.0026,0.0046,0.005,0.0005,0.0026,0.0044,0.0079,0.0051,0.0037,0.0108,0.0074,0.0048,0.0025,0.0057,0.0046,0.0039,0.0027,0.0047,0.0039,0.0004,0.003,0.0046,0.0063,0.0053,0.0036,0.0079,0.0051,0.0047,0.0029,0.0061,0.0004,0.0004,0.0003,0.0004,0.0039,0.0004,0.003,0.0049,0.0046,0.0053,0.004,0.0073,0.0092,0.0049,0.0045,0.0095,0.0068,0.0046,0.004,0.0074,0.0073,0.0005,0.0046,0.0087,0.0122,0.0095,0.0087,0.0208
