,1,2,3,4,5,6,7,8,9,10
370,283.8,307.8,480.7,405.6,646.6,722.3,307.1,213.9,235.7,99.1
371,5,1.3,6.9,9.7,7.5,28.4,5.1,0.6,0,11.8
372,1530.5,1896.2,3323.7,3195.5,3776,5542,4202.6,4457.6,2689.7,3027.1
373,0,0,0,0,0.1,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0
375,2061.7,2369.8,4126,3902.4,5189.6,6032.6,2480.5,3149.5,1555.9,1973.8
376,43.5,54.5,110.5,68.1,68.7,110.1,130.5,105.1,47.6,113.7
377,12.5,37.1,60.7,75.7,66.7,49.7,101.9,63.9,29.3,17
378,834.4,1172.3,2160.9,2300.4,2770,4252.8,1725.5,2039.2,905.5,1250.1
379,121.1,105.4,235.7,177.2,356.5,355.1,168.1,475.6,157.1,176.6
380,0,0,0.3,0,0,0,0,1.8,0,0
381,123.1,89.3,254.9,197.1,238.7,278.4,248.1,380.4,218.3,243.9
382,0,0,0,0,0,0,0,0,0,0
383,43.7,57.7,65,111.3,99.7,182.1,18.7,35.4,17.7,44.2
384,28.3,71.4,64.4,41.9,40.9,88,52.6,59.2,60.3,42.7
385,0,0,0,0,1.9,0,0.1,4.5,0.3,0.5
386,5.9,6,21.4,15.1,7.3,10.1,11.7,15.3,8.3,10.7
387,91.9,54,161.4,165.9,189,200.9,54.7,80.4,86.5,281.9
388,0.4,3.1,4.4,11.2,0,1.2,0,0.6,0,0
389,1.2,0,0,0.8,4.1,0.1,0.5,5.1,0,0
390,50.3,113.6,239.8,152.6,250.1,438.2,220,285.4,331.4,433.9
391,1474.7,1589.3,2954.8,3307,4415.9,5454.8,2422.8,2105.6,991.5,1393.2
392,42.3,65.8,81.7,85.8,38.6,135,111.5,19.7,49.8,60.4
393,2.2,10.9,5.1,39.5,7.8,12.1,3.1,2.1,1.7,2.8
394,5.8,4.8,17.6,14.1,5.7,33.2,73.4,179.9,87.5,169.4
395,0.1,0.3,0,0.7,0,0,0,0,0,0
396,665.8,720.3,970.9,1028,1055.8,1273.3,656.2,154.8,220,217.6
397,7.7,0.5,1.1,0.4,7.4,5.5,44.2,4.4,8.9,0.4
398,168.2,231.8,373.7,407.7,543.5,492.7,137,385.9,142.6,325.9
399,0,0,0,0,0,0,0,0,0,0
400,110,117.3,192.3,204.1,272.5,416.4,339.6,258.8,137.9,242.4
401,3.3,5.4,11.1,13.3,13.7,21.6,0.2,0.1,0,0
402,80.8,73.1,147.2,95.3,126.5,189.4,59.5,34,39.3,52.5
403,1.8,0.7,6.7,16.6,16.9,40.9,99.2,111.8,99.6,132.9
404,8.5,7.9,11.4,10.7,9.1,21.2,5,19.1,33.2,22.7
405,61.8,79.1,101.3,103.7,133.2,213.8,206.1,201.2,153,249.7
406,66.1,78.7,133.9,128.5,97,191.5,344.1,337.9,113.6,246.1
407,346.8,442.7,758.5,809.5,1222.5,1565,1256.9,1077.6,685,460.1
408,12.2,13.3,25.1,49.3,19.3,39.2,178.9,48.5,26.9,87.3
409,36.8,24.1,114.6,86.6,27.5,119.2,115,267.5,149.1,171.3
410,56.6,75.9,123,206.6,122.3,239,26.3,49.9,97.2,94.4
411,0,0,0,0,0,0,0,0,0,0
412,930.9,940.3,1642.7,1481,1584.4,2053.2,2073.5,2300.9,1757.4,1974.4
413,1.1,7.5,0.9,0,0,0,48.4,26.4,12.8,1.7
414,5.7,5.2,62.6,77.4,65.5,12.4,2.5,11,16.6,8.6
415,5.7,3.2,3.9,9.4,51,35.7,57.8,100.5,35.9,2.5
416,0.1,0.6,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0
418,2.5,6.8,7.8,5,6.7,10.7,3.8,13.5,16.6,21.8
419,11.6,0.7,0.6,0,0.6,0.7,66.8,215,20.1,44
420,0,0,0,0,0,0.1,0,0,0,0
421,134.4,126.7,214.4,274.1,324.9,369.5,169.1,321.9,285.4,305.8
422,0,0,0,0.4,0.1,0,0,0.1,0.3,0
423,0,0,0,0,0,0,0,0,0,0
424,259.7,274.4,540,451.8,670.1,655.7,364.9,422.9,352.8,181.6
425,331.1,377.4,747.2,726,795,1007.1,522.2,681.8,202.1,209.9
426,22.1,22.2,30.9,27.3,24,26.3,17.4,29.1,52.9,57.4
427,0,0,0,0,0,0,0,0,0,0
428,240.9,219.5,427.4,329.3,394.3,604.9,228.6,206.8,332.1,282.2
429,0,0,0,0,0,0,0,0,0,0.3
430,4.8,5.3,22,5.3,13.7,6.5,1.9,9.3,13.8,9.8
431,0.6,3.2,3.8,0.7,0,1.4,4.5,3.6,12.1,6.9
432,0.1,7.3,0.3,6.2,17,15.4,0,0,0,0.4
433,299.9,266.4,318.5,313.7,393.5,456.8,87.8,95.6,181.4,210.2
434,66.7,85.2,140.3,201.7,181.8,201.7,217.4,305.9,139.4,232.2
435,0,0,0,0,0,0,0,0,0,0
436,12.3,17.2,19.6,6.8,27.4,24.5,88.6,64.2,58.5,44.3
437,1.5,0.1,0,0.1,0.1,0.1,0,0,0,0
438,75.2,53.7,120.3,166.9,212.5,203.9,161.5,125.3,113.7,226.8
439,0,0,0,0,0,0,0.6,0,0,0
440,86.3,89.2,178.8,73,264.7,254.4,89.4,195.4,285.9,184.3
441,18.6,7.3,23.7,8,40.6,46.7,15.9,0,2.6,6.5
442,2732.7,2689.8,3663.8,3240.7,4943.7,5474.2,4272.8,5972,5362.4,5214.7
443,0,0,0,0,0,0,11.9,4.5,0,0
444,13.5,26.2,57.4,86.4,84.2,132.6,49.6,59,16.7,96.5
445,254.6,245.2,359.2,330.7,369.3,414.8,150.1,195.1,255.1,242.1
446,41,84.9,124.9,223.3,223.8,187.3,154.9,210.5,114.2,49.3
447,0.1,0.1,3.3,0.3,1.1,0.4,22.7,12.5,33.2,50.5
448,1.3,0.8,2.2,0.3,5.5,2.2,0,0,0,0
449,0,0,0,0,0,2.1,34.5,78.5,0,6.9
450,310.7,253.6,357.1,259.3,367.5,399.6,159.1,65.7,22.1,136.7
451,0,0,0,0,0,0,0,0,0,0
452,50.8,33.9,71.3,48.1,41.4,15.5,21.2,68.9,142.2,122.8
453,41.4,32.3,92.5,68.5,72.9,138.4,302.8,432.1,561.3,778.3
454,8444.9,7148.6,10987.9,9408.7,13193.1,12553.7,12168.9,11831.5,14297.1,13583.1
455,18.9,16.9,27.7,40.6,44.5,68,82.7,68.6,77.6,119.8
456,0,0,0,0,0,0,0,0,0,0
457,21.1,15.7,63.8,65.7,36.8,49.8,20.7,36.2,20.6,101.6
458,0,0,0.7,0,0,0,0,0,0,0
459,197.8,203.1,268.1,200.3,283.6,278.5,60.5,304.9,374.8,272
460,42.2,33.4,65.1,46.7,101.2,138.8,36.3,25.9,43.4,13.9
461,6.7,9.9,22.9,6.7,18.9,2,13.5,3.6,13.7,0
462,78.5,95.8,178.8,66.2,262.8,447.6,7.5,9.8,82.2,41.1
463,17,31,17.7,26.4,47.6,98.3,40.3,59.5,14.5,67.5
464,1.6,5.1,4.3,12.5,14.4,16.9,0,0.8,0,0
465,13.8,14.4,16.3,21.5,13,39.5,0.1,0,0,17.1
466,8.4,20.6,31.1,40.2,34.4,25.7,21.3,46.3,30.4,62.2
467,7,1.2,8.7,3.7,12.8,12.5,42,5.8,15.9,64.5
468,0,0,0,0.1,0,0,0,0,0,0
469,40.1,19.7,58.7,48.4,91,95.7,21,29.9,20,50.6
470,45.7,56,108,136.8,96.7,138.3,73,129.9,38,68.2
471,0.2,0,1.2,0,13.2,30.8,5.3,0,4.5,0.9
472,194.2,186.4,303.7,294.5,257.7,446.1,351.5,352.4,212.5,278.9
473,10.5,9.7,28.1,11.5,45.6,6.9,8.3,18.6,4.6,5.5
474,0,0,0,0,0,0,0,0,0,0
475,88.9,119.1,139.7,162,116.3,253.7,140.3,75.7,61.2,92.4
476,55.3,53.2,169.4,153.6,139.3,139.2,70.2,180.1,147.8,110.9
477,15.8,13.6,31.4,11.4,110.9,91.1,7.5,17.2,25.9,15
478,2.3,9.8,9.8,2.6,26.3,8.1,34.2,98.2,43.5,108.6
479,338,380.2,817.2,780.7,857.5,1326.9,408.1,668.7,239.5,305
480,0.7,0.3,0,1.2,10.3,0,17,3.9,17.9,5.3
481,42.8,2.3,55.2,3.5,37.3,0.4,20.6,18.3,39.6,22.7
482,77.3,107.5,153.3,123.2,224.9,345.8,122.9,174.5,181.5,111
483,673.1,687.9,1376,1384.6,1523.1,2109.8,1106.2,919.7,976.4,1018.9
484,0,0,0,0.1,0.3,0,0,0,0,0
485,692.5,703.7,1351.9,1417.8,1845.2,2470.8,1085.8,1432.1,654.2,1003.3
486,7.8,7.5,39.1,36.3,47.3,38.4,67.2,64.8,34.9,14.5
487,14.1,34.6,51.4,39.6,45.4,33.3,51.9,67.4,59.3,36.7
488,2.6,0.9,1.1,24.7,8.5,9,94.3,157.8,116.7,82.6
489,20,19.5,30.7,37.9,31.9,49.9,51.1,97,79.3,121.2
490,8.9,13.7,19.7,23.9,13.5,24.8,112.1,28.1,74.7,119.8
491,101.1,139.7,156.3,166.2,167.2,274.2,133.6,390.2,116.2,149.1
492,0,0,0,0,0,0,0,0,0,0
493,219.9,233.4,366.1,537.2,463.4,493.9,394.8,326.5,286.5,470.1
494,12.4,11.7,39.8,26.6,31.2,44,67.9,58.5,88.1,70
495,0,0,0,0,0,0,0,0,0,0
496,0,0.4,0,0,0.5,2.1,4.5,0.1,0,0.8
497,2.8,4.1,11.6,22.4,15.6,54.8,9.3,21.1,2.6,2.2
498,13.5,15.6,64.1,42.6,91.4,29.3,46.4,8.3,3.3,25.5
499,0,0,0,0,0,0,0,0,0,0
500,6,6.3,10.5,13.4,13.1,35.7,16.5,15.5,35.6,42.1
501,27.5,52.6,81.9,81.2,80.1,134,101.7,141.2,90.6,124.5
502,18.6,12.3,45.1,30.6,31.4,36.5,28.7,20.5,25.4,42.2
503,11.1,19.8,20.5,43.8,16.2,27.3,42.7,98.6,23.3,39.2
504,51.4,51.7,83.2,79.1,110.4,127.2,48.3,70.5,110.3,121.2
505,0,0.1,0,0.3,0.1,0.6,0.1,0,0,0.1
506,328.1,281.4,576.9,477.7,620.1,890.3,464.9,371.4,280.4,388.3
507,3.4,7.6,5.1,3.3,13.7,27.6,107.2,62.2,72.8,306
508,0,0,0,0,0,0,0,0,0,0
509,452.5,621.9,1101.3,1178.1,1331.8,1532.2,610.9,782.9,317.5,432.7
510,37.6,29.7,74.6,69.8,68.9,177.3,129,260.5,180.7,250.9
511,0,0,0,0,0,0,0,0,0,0
512,84.5,94.2,158.5,165,433.7,234.2,58.9,246.9,25.9,53.7
513,16.2,27.3,29.8,41.9,50.8,71.8,59.4,34.6,60.1,14.3
514,70.5,90.4,63,224.8,124.9,268.9,239,152.7,106.8,234.4
515,171.3,228.6,402.7,362.5,548.7,570.5,744.4,833.6,750.8,630.3
516,128.6,128.9,200.6,221.9,167.9,211.3,160.3,255,472.1,429.1
517,35.6,48.5,82.3,62.5,103.6,100.4,345.8,326.1,347.2,377.1
518,3.9,4.1,7.3,55.9,2.8,15.5,18,46.6,9,23.6
519,1.4,0,3.2,7.1,0.6,1.8,0,0,0,0
520,123.1,116.4,198.3,178.5,140.1,188.4,104.5,201.6,296.6,326.2
521,84.8,84.5,163.5,237.4,128.6,195.8,67.5,50.8,75.4,185.3
522,1,0,1.9,0.9,0.8,12.4,11.3,6.8,2.9,13.8
523,20.6,35.1,9.6,8,5.3,16.9,0.1,0.3,0,0
524,1.3,2.6,0,0,0.9,0.1,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0
526,137.8,149,289.7,249.1,286.3,520.9,305.1,263.9,112.9,175.1
527,47.3,43.2,100.4,60.6,59.7,150.8,146.1,143.3,79,97.7
528,221.5,257.2,286.1,415.9,374.8,548.6,294.6,389.1,295.2,226.8
529,12.5,13.8,19.1,55.5,14.1,64.3,92,71.6,60,31.8
530,70.4,70,99.5,125.4,95.5,180.9,48.9,130.8,260.9,210.9
531,79,117,134.3,162.5,157.2,305.5,216.5,233.2,236.1,208.5
532,1.1,2.3,14.3,2.1,15.6,7.4,0.7,0,0,0.7
533,0,0,0,0,0,0,0,0,0,0
534,0,0,0.1,0.1,0,0,0,0,0.2,0.3
535,0.7,1.1,1.1,0,3.3,2.1,0.3,4.3,0.4,0
536,0,0,0,4.3,0.1,0,0,0,0,0
537,963,1074,1866,1968,2671.2,3018.6,840.4,1156.5,611.3,474.7
538,36.3,80.8,133.7,171.4,158.6,149.3,147.6,141.7,173.8,110.8
539,0,0,0,0,2.7,0,0,0,0,0
540,24.2,35.9,41.9,57.5,78,90.2,56.7,44.6,46.2,79
541,19.7,12.2,35.7,20.7,17.1,20.6,11.7,23.1,40.7,35.6
542,53.1,59.5,82.5,123.4,156.9,194.2,540.7,534.3,356.9,427.1
543,46,66.9,122.3,103.5,117.9,181.7,206.9,188.3,92.5,102.5
544,22.7,13.6,46.7,50.1,41,87.2,30.1,37.4,78.9,49.4
545,28.3,18.2,57.3,10.7,29.2,73.4,3.5,20.3,16.2,10.3
546,0,0,0,0,0,0,0,0,0,0
547,0.1,13.6,0.1,9.7,4.7,0,0.1,0,1.6,0
548,39.8,55.2,98.7,101.9,60.4,92.3,45.5,34.5,43.3,33.3
549,93.5,88.4,118.9,110.1,118.7,104.9,71,163.5,207.8,192.3
550,0.1,0.4,4.1,0,2.6,1.1,0.5,1.4,0,0
551,49.4,48.1,67,57.3,98.3,107.5,32.9,65.3,67.4,130.7
552,0.1,0.9,0,0,0,0,0,8.2,0,0
553,0,0,1.1,0.6,0,0,0,1.9,0,0
554,414.5,478,552.8,493,998.4,1544.9,588.5,392.6,202.9,206.4
555,0,0,0,0,0,0,0,0,0,0
556,170,279.9,481.7,431.3,655.5,912,363.7,404.1,279.9,274.1
557,424.4,545.7,982.3,1055.6,1423.4,1615.1,1087.2,1327.4,852.5,912.8
558,14.2,8.6,15.1,9.9,14.6,69,6.2,72.8,4,6.9
559,121.1,178.7,382,224.5,240.6,266.7,406.8,442.1,367,393.5
560,273.8,337.3,678.2,653,543.6,754.1,314.6,528.1,88.4,158.3
561,0,0,0,0,0.1,0,0,0,0.1,0
562,130.9,185.5,336.1,309.5,373.7,467.4,335.1,526.9,297.5,266.5
563,679.6,763.9,1278.9,1265.1,1453.2,2303.1,3417.5,4452.9,2949.4,2804.5
564,16.1,40,164.7,86.4,82.6,168,24.7,113.7,131.9,54.5
565,201.3,246.3,360.3,380.8,398.4,580.2,394.9,643.7,389.7,391.5
566,69.2,78.9,62.5,101.1,201.3,299,61.6,112.1,190.1,128.9
567,47.7,40.4,41.3,35,70.9,149.9,32.9,101.7,109,11.4
568,45.4,87.9,72.8,237.1,188.5,337.9,258.9,222.5,82.5,249.2
569,130.8,159.7,180.9,233.2,256.7,228.3,174.8,68.3,150.6,259.5
570,25.7,29,35.4,33.5,22.1,28,14.5,23.1,48.1,48.5
571,90.4,51.6,167.5,111.1,181.1,191.9,147.5,137,69.5,186.3
572,9.7,27.8,8.5,35.6,14.3,45.9,47.9,51.4,77.6,65.5
573,92.4,111.8,260.7,197.1,307.5,238,265.9,315.9,154.5,218.3
574,0,0,0,0,0,0,0,0,0,0
575,79.3,81.9,141.3,136,117.6,182.5,829.7,1419.1,2095.9,1617.3
576,0.6,1.2,8.7,0.7,2.6,5.4,10.5,14.2,0.8,6.5
577,0,0,0,0.3,0,1.8,0,0.4,0,0
578,66.3,76.6,147.8,135.5,312.4,268.4,191.2,142.3,47.9,250
579,0.9,1,3.1,0.5,1.5,3.6,1.1,0.7,0,0
580,0,0,0,0,0,0,0,0,0,0
581,0,0,5.4,0,0.2,0,26.9,1,0.7,17
582,0,0,0,0,0,0.7,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0
584,3.3,18.6,22.8,13.6,6.7,35.6,2,8.9,6.9,14
585,52.7,50,108,106.5,150.7,160.9,107.3,149.8,112.9,76.6
586,17.9,35.1,48.2,53,45.7,128.7,17.5,127.6,26.8,70.6
587,0,0,0,0,18,43.8,0,0,0,0
588,0.1,0.3,0.2,0.5,0.3,0.3,8.6,4.8,1.5,13.7
589,71.6,79.4,181.8,164.6,316.1,387.6,118.2,106,46.3,97.6
590,66.9,131.6,208.8,182.9,265.5,647.1,103.7,448.1,282.5,261
591,5.2,6.1,8.4,2.3,26.9,41.8,7.3,10.4,0.1,7
592,5,1,22.6,67.5,43.1,23.6,22.5,0.3,1.6,0
593,81.4,74.1,110.1,149.5,116.7,157.4,116.6,163.3,266.7,275.2
594,88.9,86.7,223.2,205.3,224.2,393.9,57.7,15.2,32.9,2.1
595,2.1,1.7,3.4,9.6,6.2,15.6,9,31,9.8,12.9
596,0,0,0,0,0,0,0,3.1,0,41.7
597,0,0.2,0.3,0,0,0,0.1,0.1,0.9,0.3
598,31.8,18.1,62.3,63.5,70.9,46.5,36.9,50.1,48.7,51.4
599,76.2,75.6,78.8,95,116.9,170.5,217.3,214.1,132,153.9
600,242.5,305.1,491.1,475.9,501.6,726.9,204.8,187,131.9,100.1
601,291.5,507.2,954.1,1001.8,1089.9,1508.3,476.7,535.8,471,597.3
602,0,2,0,0,0,0,23,0,1.1,0
603,0.3,5.3,0.8,3.9,0.5,1.7,0.1,0,0,0
604,0.1,0.3,0,1.3,0.2,0.7,1.2,4.7,0,0
605,34.6,55.9,58.9,94.3,119,114.2,381.9,568,298.4,171.5
606,28.2,27.1,38.7,47.1,50.2,64.9,62.1,61.2,45.3,72.4
607,479.2,588.9,880.1,748.3,988.3,1616.7,413.7,595.8,455.2,722.7
608,0.3,0.3,0.2,2,1.8,2,2.8,0.1,9.5,0.9
609,508.7,944.8,1026.1,761.2,1246.1,1034.8,2955.4,1997.6,2982.1,2141.5
610,2.7,16.4,5.9,2,12.3,35.7,72.5,215.8,71.1,131.8
611,0.1,0.1,41.8,0.7,5.2,13.7,1.3,8.7,0.1,0.1
612,0,0,0,0,0,0,0,0,0,0
613,44.1,44.1,121,80.6,101.2,100,19.4,13.7,29.5,33.2
614,6346.9,7806.5,13846.4,13225.6,16991.8,24411.9,10110.9,11532.3,6859.7,8306.7
615,4.3,4.2,22.7,6.6,27.9,25.5,87.4,68.2,155.9,166.1
616,0,0,0,0,0,0,0,0,0,0
617,2.2,5.5,5.2,0.9,0,1.3,1.2,2.4,0.4,5
618,1.2,1,4.9,1.1,12,2.4,2.7,17.4,2.7,2.5
619,34.1,35.8,54.3,99.3,137.4,124.8,10.4,4.5,1.2,0
620,0.3,0.9,2.3,1.1,3,1.2,5.4,6.2,1.5,2
621,0,0,0,0,0,0,0,0,0,0
622,0,0.9,0,0.2,3.2,0,0,0,0,0
623,54.9,86.9,61.7,92,157.1,202,138.7,180.5,196.9,215.3
624,507.2,613.9,1022.4,1001.9,1471.3,1802.7,805.6,1113,876.1,1252.4
625,18.4,20.5,25.4,26.1,27.2,22.1,4.6,2.4,7.1,29.9
626,3.2,5.6,8,10.3,30.3,4.4,0.3,0.1,4.7,1.2
627,0.1,0,0.7,0,0.9,0.3,4.6,8.7,0.1,1.5
628,1340.3,1939.6,3544.5,3730.1,4243.3,6429.4,3100.1,4136.5,1876.3,2871.7
629,0.1,0.1,0.1,0,0,0,0,0,0,0
630,0.3,3.8,0.9,0,0.7,0.2,44.3,60.3,11.8,47.3
631,51.4,70.1,72.9,106.6,115.5,153,160.3,130.3,110.6,42.7
632,5.8,6.4,26.3,15.2,15.2,15.2,21.4,30.6,24.9,62.6
633,76.7,62.2,111,108.5,193.1,79.6,168.3,403.6,270.9,128.4
634,0,0.3,0.4,0,0,0,0,1.2,13.7,0.1
635,0.1,0.5,0.3,0.2,0.7,0.7,4.3,3.5,1.3,2.6
636,44.7,46.4,75.1,205.1,121.7,139.4,142.9,137.9,76.9,89.4
637,52.4,98.3,87.6,40.9,84.3,153.7,371.9,159.8,203.4,209.3
638,0,0,0,0,0.7,0,0,0,0,0
639,97.4,80.4,130,147.2,80.3,115,78.1,99.7,59.4,57.7
640,1.3,4,0.5,1.1,0.3,10,11.4,25.1,13.8,21.4
641,0,0,0,0,0,0,0,0,0,0
642,0.8,5.9,7.4,4.7,2.8,5,10.3,19.3,25,17.6
643,5.9,1.5,2,0.3,0.2,3.4,44.2,1.4,6.6,3.5
644,410.3,397.9,849.2,685.8,694.1,1103.2,372.4,228.9,177.7,234.6
645,73.8,40.1,49.6,97.2,60.6,75.2,10.3,20.3,14.7,1
646,2.1,17.2,7.7,2.6,6.4,1.9,37.8,15.5,0.6,42.1
647,3161.2,4297.1,8048.9,8205.5,9505.6,14089.2,5732.7,6681.9,2489,3557.2
648,0.7,1,0.8,0.1,1.6,1.7,0,0.9,0,0
649,78.4,107.3,127.1,113.6,73.3,241.8,56.6,240.3,188.2,203.2
650,471.4,485.8,960.3,840.1,882.9,1479.8,514.7,637,153.3,438.5
651,0,0.8,0,0,0.8,0,9.7,9.8,5.7,18.9
652,214.3,244.6,504.2,467,397,584.8,229.1,354.8,140.2,209.8
653,32.2,23,31.6,68.1,72.5,113.4,37.3,88.9,50.2,30.2
654,0,0,0,0,0,0,0,0,0,1.9
655,0,0,0,0,0,0,0,0,0,0
656,1.3,0.9,1.1,6.2,2.8,5.8,2.5,0.5,13.1,24.4
657,89.6,120.9,239.4,228.4,407.4,455.5,181.1,290.4,164.6,225.7
658,12.7,12.9,14.6,21.4,21.7,21.4,30.5,19.3,21.6,29.4
659,34.5,26.9,37.2,38.9,25.9,41.3,18.9,28.3,66.2,67.7
660,10.3,6.2,9.5,15.7,24.8,28.2,0.4,9.6,0,9.6
661,337.6,308.3,538.7,455.2,483.1,724.4,295.3,616.7,422.9,490.7
662,0,0,0,0,0,0,0,0,0,0
663,0,0.3,0,8.7,0,0,0,0,0,0.1
664,52.4,55.5,142.8,144.4,122.8,95.4,40.3,163,72.3,77.8
665,0,0.2,0,2.6,10.2,0,0,0.3,0.2,0
666,50.2,51.2,73.9,111,94.4,144.3,96.6,139.9,224.3,207.3
667,25.5,40.5,57.7,60.3,83.9,56.1,2.2,4.4,14.9,47.3
668,378.2,440.7,609.9,819.1,710.6,1202.8,433.4,365.9,522.9,391.7
669,26.5,28.5,34.1,27.5,79.7,60.9,23.4,57,34.9,37.9
670,158.1,215,338.4,392.8,244.1,428.7,193.8,285.7,129.7,224.8
671,11.2,21.4,30.3,40.5,76,41.4,241.5,445.9,484.5,363.6
672,388.7,493.4,798,768.8,693.2,1211.3,451.2,432.4,467.7,561.2
673,0.2,5.1,3.3,5,4.1,12.1,0.3,1.4,0,7.5
674,31.3,33.6,58.3,77.4,36.1,90.4,49.6,176.8,49.8,105.1
675,0.5,0,0.8,0,0,0,0,0.2,0,0.1
676,354.9,434.6,762.4,798.5,635.1,1008.8,722.7,924.6,570,790.5
677,4,3.7,8.8,6.3,6.3,6.6,21.8,16.6,56.3,16.8
678,634.5,741.6,1362.8,1327.3,1365.9,1761.1,883,636.8,610.3,612.1
679,1.6,2.3,10,3.9,43.3,21.5,13.2,22.2,43.1,8.6
680,1191.1,1632.4,2633.9,2344.7,2348.3,3457.1,1195.8,1466.7,1083.2,1115.5
681,0,0.9,0,0,0,0,0,0,7,0
682,13.1,14.7,15.2,11.6,21.3,1.6,24.5,153.2,56.7,66.7
683,3,5.4,10.5,8.1,19.7,22.1,29.9,13.1,25.5,43.5
684,90.5,117,228.1,172.2,203,187.2,230,195.1,207.7,299.4
685,0,0,0,0,0,0,0,0,0,0
686,75.2,99.4,236.3,251.1,290.1,355.7,401.8,540.2,502,394.4
687,41.8,113.1,236.7,218,302.4,436.8,42.9,154.6,88.8,71.7
688,11.3,14.6,36.3,51.3,28.5,28.4,61.8,44.1,35.5,32
689,894.9,987.4,1231.3,1170.5,1314.5,1623.7,693,708.6,404.1,741.4
690,0,0.1,0,0,0,0,19.5,68.1,20.4,37.2
691,71.3,121,179.5,205,245.3,292.3,131.7,213.1,232.8,206.7
692,0.8,0.7,1.1,13.3,2.2,0.2,2.2,0.2,1.5,0.1
693,47.7,44.1,54.7,53.7,45,56.8,27.3,40.1,83.5,80.6
694,1259.3,1808.7,3136.4,3201.4,3746.5,5322.7,3061.8,3571.4,3125.1,4218.7
695,24.2,6.4,22.9,25.5,44.9,19.9,2.8,67.7,12.4,1.4
696,8.6,12.2,17.5,21.1,16.6,31.6,20.6,24,61.2,62.6
697,1594.7,1965.6,3534.1,3593,4445.3,5460,2802.4,3304.8,2189.5,3027
698,0.1,0.3,0.4,0.5,0.3,0.4,2.1,0.4,0.9,0.8
699,0,0,0,0,0,0,0,0,0,0
700,112.3,73.2,194.2,170.8,315.4,348.6,504.6,1024.4,1189.6,1320.4
701,0,0,0,0,0,0,0,0,0,0
702,5.9,6.8,10,21.3,4.5,61.7,46.4,23.3,0.5,0.7
703,2.7,0.3,0.7,1.6,1.4,0.1,1.3,1.4,0.5,0
704,0,0,0,0,0,0,0,0,0,0
705,55.1,51.1,51.2,68.3,108.7,92.6,160.5,74.9,167.6,43.6
706,0,0,0,0,0,0,0,0,0,0
707,102.7,136.9,274.6,209.8,195.2,483.4,530.6,247.4,288.9,172
708,0.1,0.8,0.7,0.9,10.6,0,0,0,0.8,0
709,0,0,0,0,0.3,2.2,0,0.4,0,0
710,163.8,173.4,231.9,248.9,247.1,269.1,154.6,228.3,315.3,278.5
711,471.3,522.8,1211.7,1243.1,1134.3,1612.2,704.8,892.3,430.6,558.3
712,285.2,272.4,538.2,490.5,494,666.4,691.2,569.4,584.5,779
713,0,0,0,0,1.6,0,0,0,0,0
714,461.4,433.8,713.3,609.2,562.5,727.6,398.8,728.5,884.5,980.1
715,5.3,5.9,5.6,5.1,6.9,15.1,1.4,3.4,0,2.3
716,1244.1,1422.3,2174.8,1859,1771.6,2077.9,1381,896.3,2317.7,1887
717,118.2,182.4,284.6,447.7,334.1,419.1,376.1,103.7,142.8,131.9
718,65.9,52.8,111.1,84.4,104.3,86,120.5,127.3,129,198.3
719,0.5,1.5,2.1,1,5.8,0.3,0,1,3.2,0
720,8.4,8.9,12.8,14.5,13.2,16.1,14.3,22.9,35.9,36.5
721,59.5,67.3,181.4,142.6,168.6,142.3,63.1,54.4,59.9,97.6
722,1076.7,1411.7,2410.1,2657.1,3066.7,4429,1764.3,2360.4,1092.7,1432.2
723,10.2,18.2,29.1,33.4,21.2,34.1,24.6,79.9,38.5,18.4
724,89.8,108.7,154.3,221.4,155.2,198.8,254.5,309,236.6,242.8
725,33.8,36.5,57.1,147.7,109.5,146,68.4,95,83.7,76.7
726,0,0,0,0,0,4,0,0,0,0
727,9.1,7,12.5,11.8,10.1,11.5,7.5,10,17.6,20.5
728,1,1.9,1.2,5.8,2.7,3.1,6.3,1.2,2.3,5
729,0,1.3,0,14.8,0,0,70.4,60,25.1,16.3
730,64,80.9,94.1,125.1,193.1,298.5,892.7,2010.9,1688.3,2005.4
731,15.9,24.3,13.4,45.4,53,63.8,7.5,0,0,1.3
732,311.5,271.3,449.5,419.5,627.6,612.5,287.1,357.6,116.5,203.7
733,16.5,13.9,68.8,20.9,33.9,34.1,40.9,54.9,25.3,6.1
734,1.5,1.6,2.9,3.5,2.7,2.6,1.5,2.6,3.6,4.9
735,0,0.4,0.5,0.5,15.1,3.7,12.6,2.2,4.8,0.9
736,84.8,93.5,179.3,120.9,169.3,353.1,104.6,185,188.8,212.5
737,461.3,534.7,972.4,929.2,650.7,1043.6,200.5,322.7,177.7,198.5
738,363.7,433.5,693.5,724.3,851.2,937.3,573.4,767.8,765.4,640.3
739,0.1,0,0,3.4,0.1,0.1,0,0,0,0
740,39.1,48.1,93.2,90.4,88.8,114.8,94.3,34.3,48.8,76.7
741,92.4,100.5,142,210.8,157.7,294.8,160.4,367.1,243.5,213.2
742,0,0,0,0.3,0.1,0.9,0,0.3,0.1,0
743,0,1,0,0,0,0,0.4,0,0,0
